Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AFE,Urban population (% of total population),14.56381043,14.81140998,15.06924899,15.3479756,15.64019479,15.94128248,16.25517674,16.57431036,16.89960822,17.23451811,17.5519668,17.87532103,18.2205349,18.56234199,18.87889878,19.2012052,19.52412472,19.86043758,20.21509625,20.55502211,20.87611235,21.16569006,21.44510584,21.78710683,22.1925357,22.6451052,23.14812802,23.65964923,24.17354935,24.68285012,25.20279853,25.64514605,26.0738739,26.50982315,26.94870886,27.33528819,27.62489733,27.91107222,28.20337531,28.48986785,28.77277994,29.07159081,29.38619028,29.69841935,30.0141481,30.34986851,30.67606551,30.93476639,31.3432413,31.7575262,32.18129099,32.61769197,33.0404736,33.47621168,33.93696263,34.42558369,34.89475257,35.35890068,35.84759778,36.33625937,36.82830237,37.32369884,37.82459253
AFE,Urban population,19033821,19872354,20770791,21737424,22773061,23870852,25025740,26239326,27525266,28884390,30272887,31729263,33270531,34878949,36533113,38264989,40064024,41929538,43964080,46108199,48217110,50361106,52623439,55073391,57747008,60674869,63897145,67309429,70778989,74326202,78101118,81691094,85244233,88973631,92816300,96621116,100274455,103927501,107656682,111533909,115551653,119775502,124227507,128833965,133647466,138745587,144026740,149231302,155383774,161776165,168456076,175415651,182558745,190108778,198073453,206556403,215083441,223732229,232922327,242451140,252315481,262377061,272654534
AFE,Urban population growth (annual %),,4.405489576,4.521039631,4.653809284,4.764304179,4.820568478,4.838067782,4.849351108,4.900811858,4.937732482,4.80708438,4.810826268,4.857560039,4.834362277,4.742585564,4.740565087,4.701517097,4.656332075,4.852288141,4.876979116,4.573830784,4.44654605,4.492222629,4.655628835,4.85464387,5.07015186,5.310725928,5.340276158,5.154641856,5.011675146,5.078849583,4.596574405,4.349481475,4.374956368,4.318885221,4.099297214,3.781097912,3.643047474,3.588252353,3.601473618,3.60226234,3.655377392,3.716957913,3.70808214,3.736204967,3.814603563,3.806357459,3.61360814,4.122775797,4.113937276,4.129107029,4.131388529,4.072096167,4.13567315,4.189535635,4.282729397,4.128188658,4.021131501,4.107632611,4.090983086,4.068589242,3.987698242,3.917062323
AFE,"Mortality caused by road traffic injury (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.21171012,30.4411424,30.75039041,30.96394732,30.48021236,30.03407779,29.94499671,28.81740027,28.42453181,28.59006358,28.44340992,28.26226332,28.35236569,27.91379139,28.2803523,28.54357061,28.97701346,28.9509917,28.98117567,29.41212565,,,
AFE,Pump price for gasoline (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,0.51,,,0.52,,,0.45,,0.56,,0.52,,0.88,,1.04,,1.215,,1.285,,1.47,,1.375,,0.95,,,,,,
AFE,Pump price for diesel fuel (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,0.39,,,0.43,,,0.385,,0.5,,0.43,,0.79,,0.98,,1.145,,1.125,,1.345,,1.185,,0.82,,,,,,
AFE,Population in urban agglomerations of more than 1 million (% of total population),6.444404509,6.564936691,6.690928575,6.815871461,6.947876717,7.085665514,7.232573221,7.388647334,7.551251682,7.713746664,7.859973568,7.972598729,8.087206952,8.201936724,8.310862529,8.420050849,8.526297689,8.645504469,8.757106175,8.844457892,8.953871864,9.048495046,9.132037667,9.252665578,9.401198197,9.536734979,9.681351222,9.825722256,9.983124676,10.14643112,10.31433875,10.50616689,10.72455853,10.91646195,11.07818977,11.2484515,11.40089566,11.55193174,11.69666262,11.83008729,11.961334,12.09763762,12.21969285,12.33018533,12.44181832,12.55268532,12.67204052,12.69712187,12.84410036,12.99908248,13.16040353,13.32788028,13.49368686,13.6572201,13.81416381,13.93429319,14.06590308,14.20787769,14.33700349,14.45516326,14.58105497,14.7213318,14.87672407
AFE,Population in urban agglomerations of more than 1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Population in the largest city (% of urban population),23.65314571,23.90491587,24.17875109,24.41894248,24.68696307,24.978172,25.28620756,25.59381538,25.90253927,26.18511385,26.40720703,26.5216345,26.61206622,26.69631211,26.76192204,26.81305133,26.8410486,26.88570796,26.88378625,26.84156199,26.95438823,27.07270823,27.18544176,27.35493718,27.5454775,27.58536716,27.53904148,27.49474584,27.50648825,27.53610547,27.55324579,27.6944253,27.83981129,27.8978901,27.79910407,27.73389235,27.7992654,27.91370155,28.00946837,28.07051665,28.12105805,28.16410424,28.20201801,28.2153732,28.23248826,28.23211803,28.27087205,28.08532234,28.11940272,28.16037634,28.20488909,28.25461052,28.31112629,28.37038388,28.44437217,28.40978954,28.42342082,28.47101877,28.44893084,28.40555771,28.37388549,28.37018858,28.39164347
AFE,Population in largest city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Population living in slums (% of urban population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.37042833,,60.65440448,,59.59955835,,59.13328825,,58.42114498,,57.67719296,,56.9068103,,56.13895653,,55.34871112,,54.67294016,,54.38635113,,
AFE,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.362361726,,,,,,,,,,0.361979208,,,,,,,,,,,,,,,0.418074616,,,,,,,
AFE,Population density (people per sq. km of land area),,9.20757746,9.459186771,9.719621667,9.992443183,10.2763072,10.56544235,10.86449776,11.17756787,11.50155326,11.83642399,12.18143869,12.53115335,12.89505031,13.28013464,13.67620258,14.0823598,14.48850858,14.92500863,15.39404106,15.85053691,16.32883701,16.84005406,17.34741135,17.85726705,18.3876802,18.9434044,19.52360614,20.09353571,20.66517422,21.2667401,21.86059476,22.43633336,23.03280921,23.63625834,24.25720814,24.91047846,25.55326449,26.19584067,26.86636577,27.56047962,28.27428518,29.01128214,29.77072913,30.24971329,31.05614843,31.89546439,32.77156418,33.67805177,34.60605694,35.55880606,36.53185151,37.21963958,38.25452,39.31620331,40.41792755,41.52057076,42.62325498,43.7690819,44.94692958,46.15081314,47.35418253,
AFE,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,100,100,100,100,100,100,100,,,,,
AFE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.13244913,,,,,29.12162845,,,,,31.35917728,,,,,30.31843475,,,,,31.97495258,33.20570775,33.83386802,33.11905047,31.77571569,33.49567133,32.47383445,31.45743561,31.37455603,30.87906935,,,
AFE,"Access to electricity, urban (% of urban population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.68165778,53.23533097,55.34099721,56.33352523,56.99480977,58.06457149,58.60945902,60.76819176,58.88374074,61.21021329,62.96013645,65.87345451,66.63029864,66.79573458,65.99889802,67.02233174,68.90740359,70.66309563,71.5653759,72.61168531,74.12992349,75.55917424,
AFE,Urban land area (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35883.61133,,,,,,,,,,47545.06873,,,,,,,,,,,,,,,63984.12438,,,,,,,
AFE,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002294942,,,,,,,,,,0.00290142,,,,,,,,,,,,,,,0.003958116,,,,,,,
AFE,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.2855733,,,,,,,,,,420.034032,,,,,,,,,,,,,,,588.7284091,,,,,,,
AFG,Urban population (% of total population),8.401,8.684,8.976,9.276,9.586,9.904,10.233,10.57,10.918,11.275,11.643,12.021,12.41,12.809,13.219,13.641,14.074,14.517,14.973,15.442,15.995,16.562,17.147,17.747,18.365,18.997,19.647,20.314,20.998,21.088,21.177,21.266,21.355,21.444,21.534,21.624,21.714,21.805,21.895,21.986,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616
AFG,Urban population,724373,763336,805062,849446,896820,947332,1001109,1058060,1118853,1183254,1251968,1324216,1400686,1482681,1569079,1658389,1748732,1841815,1937336,2005355,1997237,1847523,1729839,1766084,1881253,1997007,2052805,2096965,2180319,2250758,2264837,2285067,2574865,3002966,3328199,3550426,3714526,3878852,4049071,4235130,4314700,4364773,4674867,5061866,5299549,5542073,5828215,5987030,6162823,6443215,6691382,7004588,7360701,7687539,8043935,8371880,8665979,8999963,9353296,9727157,10142913,10551772,10946834
AFG,Urban population growth (annual %),,5.239184823,5.322099176,5.36650792,5.427080074,5.47944395,5.521405197,5.532865709,5.58670108,5.596421691,5.644844293,5.610387296,5.614153041,5.688981889,5.663688753,5.535782619,5.304430466,5.18605446,5.056233502,3.450726894,-0.405637703,-7.791890239,-6.581748242,2.073632557,6.317337803,5.971151549,2.755759089,2.12839107,3.89801351,3.1795852,0.623574329,0.889255391,11.940176,15.38033614,10.28308499,6.463627944,4.518348289,4.328815439,4.294823852,4.492655212,1.8613773,1.153838615,6.863452978,7.953447688,4.588653258,4.47468959,5.034216003,2.688468426,2.8939489,4.449268736,3.779279064,4.574493314,4.958980984,4.344553352,4.531768503,3.996007967,3.452642906,3.781556617,3.850832833,3.919286985,4.185357062,3.951857289,3.675647413
AFG,"Mortality caused by road traffic injury (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,15.1,14.9,15,15.2,15.2,15.1,15,15,14.4,14.4,14.2,13.8,14,14.1,14.4,14.8,15.1,14.2,15.9,,,
AFG,Pump price for gasoline (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34,,0.53,,0.68,,1.05,,1.15,,1.28,,1.07,,0.7,,,,,,
AFG,Pump price for diesel fuel (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,0.58,,0.65,,0.96,,1,,1.21,,1.19,,0.7,,,,,,
AFG,Population in urban agglomerations of more than 1 million (% of total population),3.309401278,3.416999047,3.52520173,3.634510206,3.745192407,3.855758829,3.968375411,4.076780989,4.180056559,4.284010398,4.38847087,4.496272964,4.682551306,4.951584429,5.23725642,5.546044191,5.886271901,6.251747318,6.648876849,7.179743622,7.830967376,9.191582935,10.65822956,11.33056101,11.54369628,11.79542363,12.44490805,13.16048482,13.67024094,13.89386919,14.48667184,15.06441919,14.02689113,12.61739704,11.94412624,11.74678322,11.78014093,11.8349172,11.89395609,11.93000702,12.28629797,12.7407379,12.47986691,12.09161087,12.03241498,11.90100884,11.70533174,11.78621211,11.84326799,11.71570945,11.66741138,11.52735103,11.34524275,11.23365943,11.10235263,11.03157631,11.02095561,10.97901722,10.93519127,10.89246643,10.83215407,10.81253908,10.83884077
AFG,Population in urban agglomerations of more than 1 million,285352,300359,316177,332829,350382,368809,388232,408087,428363,449585,471891,495303,528508,573161,621656,674254,731385,793178,860289,932388,977824,1025339,1075233,1127555,1182500,1239961,1300299,1358525,1419444,1482916,1549320,1618697,1691283,1766910,1846031,1928694,2015181,2105292,2199565,2298059,2401109,2508477,2620804,2738161,2834061,2905178,2978181,3053018,3129844,3208383,3289005,3371653,3456496,3543232,3632269,3723543,3817241,3913297,4011770,4114030,4221532,4335770,4457882
AFG,Population in the largest city (% of urban population),39.39296467,39.34820315,39.27362116,39.18189031,39.06937847,38.93133558,38.78019277,38.5693628,38.2859053,37.99564591,37.69193781,37.40349007,37.73208271,38.65706784,39.61916513,40.65716789,41.82373285,43.0650201,44.40577164,46.49490988,48.95883663,55.4980371,62.15798118,63.8449247,62.85704262,62.09096914,63.34254837,64.78529685,65.10258361,65.88518179,68.40757194,70.8380542,65.68433685,58.83882801,55.46636484,54.3228897,54.25136343,54.27616212,54.3227076,54.26182903,55.64950054,57.47096126,56.06157352,54.09390529,53.47739968,52.42042102,51.09936747,50.99386507,50.78588173,49.79475309,49.15285064,48.13492243,46.9587883,46.09058894,45.15537483,44.47678419,44.04858355,43.48125653,42.89151118,42.29426954,41.62050882,41.09044433,40.72302549
AFG,Population in largest city,285352,300359,316177,332829,350382,368809,388232,408087,428363,449585,471891,495303,528508,573161,621656,674254,731385,793178,860289,932388,977824,1025339,1075233,1127555,1182500,1239961,1300299,1358525,1419444,1482916,1549320,1618697,1691283,1766910,1846031,1928694,2015181,2105292,2199565,2298059,2401109,2508477,2620804,2738161,2834061,2905178,2978181,3053018,3129844,3208383,3289005,3371653,3456496,3543232,3632269,3723543,3817241,3913297,4011770,4114030,4221532,4335770,4457882
AFG,Population living in slums (% of urban population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.6,,63.6,,64.80761,,67.24795,,69.68829,,72.12863,,73.3,,73.3,,
AFG,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
AFG,Population density (people per sq. km of land area),,13.47705564,13.75135612,14.04023887,14.34388789,14.66529752,14.99953544,15.34739279,15.71191144,16.09016605,16.48647103,16.88952823,17.30486638,17.74727473,18.19891603,18.63972218,19.05043773,19.45218865,19.83788234,19.91072014,19.1445211,17.10316146,15.46737961,15.25757632,15.70563452,16.11735277,16.01956672,15.82686782,15.91993622,16.36411695,16.39727703,16.47450593,18.4864741,21.47058553,23.69647977,25.17350015,26.22785674,27.27384358,28.35369732,29.53382549,29.96332889,30.18663968,32.19762354,34.71954679,36.11233921,37.42727412,39.00915935,39.71497938,40.51822057,41.98719317,43.22044677,44.84485074,46.71125063,48.35902826,50.16054153,51.75091455,53.10428376,54.64854116,56.24823145,57.90825169,59.75228064,61.48055441,
AFG,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,100,100,100,100,100,100,100,,,,,
AFG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.28239771,,,,,48.5648929,,,,,51.55453373,,,,,46.15192895,,,,,51.82178913,56.24722763,54.70023262,58.79165857,61.86532919,60.59701482,57.20370424,53.35536322,52.80462038,52.41704109,,,
AFG,"Access to electricity, urban (% of urban population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.44447327,74.78622437,76.12590027,77.47042847,78.82673645,74,81.60208893,83.02802277,89.9,85.93159485,82.8,86.56777915,95,92.24871826,98.7,92.5,99.5,99.5,98.76361084,99.5,99.5,99.5,
AFG,Urban land area (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.672467,,,,,,,,,,2280.088882,,,,,,,,,,,,,,,3993.836107,,,,,,,
AFG,Urban land area where elevation is below 5 meters (% of total land area),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
AFG,Urban land area where elevation is below 5 meters (sq. km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,,,,,
AFW,Urban population (% of total population),14.70539066,15.09012323,15.48407552,15.89759195,16.32920785,16.7786497,17.20795572,17.65247994,18.11095152,18.58200485,19.05271916,19.59337789,20.14975404,20.71632097,21.29494255,21.88312439,22.48766297,23.05398315,23.62077518,24.10033171,24.58509378,25.19257776,25.7978068,26.4084325,27.04929092,27.73112276,28.40499225,29.07064069,29.72546965,30.36545568,30.97054111,31.41032961,31.8374912,32.25912629,32.66626951,33.06728281,33.47407439,33.92780633,34.39329311,34.86351804,35.33704938,35.94490802,36.55488138,37.17331288,37.79897678,38.43448377,39.07930362,39.72159768,40.36053533,41.00151175,41.6471579,42.28829917,42.92588498,43.55409389,44.18017501,44.80586326,45.42506638,46.03947782,46.64942583,47.25541322,47.85783102,48.45480627,49.04738455
AFW,Urban population,14301917,14986610,15707826,16480638,17302426,18177351,19066154,20003782,20994529,22041184,23134725,24361631,25663541,27047872,28525404,30099934,31765713,33456597,35243771,36984288,38801574,40893424,43088372,45308061,47621491,50142672,52753819,55455139,58252923,61153662,64028195,66644206,69394936,72192301,75026507,77992982,81074297,84382896,87868989,91480836,95272890,99624942,104163982,108909607,113875177,119079574,124507242,130133054,135972155,142060079,148404549,154982054,161743874,168643432,175773257,183117253,190684610,198494008,206492202,214684207,223107995,231704052,240494466
AFW,Urban population growth (annual %),,4.787421155,4.812402538,4.919916989,4.986384629,5.056660841,4.889617855,4.9177616,4.952798426,4.985370236,4.961353256,5.303309203,5.344100319,5.394154299,5.462655251,5.519746539,5.534161636,5.322984565,5.34176862,4.93850956,4.913670367,5.391147277,5.367484024,5.151480311,5.106000895,5.294208449,5.207434897,5.120615059,5.045130263,4.979559566,4.700508369,4.085717238,4.127485591,4.031079444,3.925911712,3.953902585,3.950759313,4.080946888,4.131279163,4.110491131,4.145189491,4.567985709,4.556128123,4.555917419,4.559349847,4.570264686,4.55801765,4.518461665,4.48702372,4.477331407,4.466047073,4.432145136,4.362969664,4.265730645,4.227751366,4.178107708,4.132519943,4.095452695,4.029438511,3.967222452,3.923804232,3.852868204,3.793811081
AFW,"Mortality caused by road traffic injury (per 100,000 population)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.19018408,28.31884367,28.42301819,27.92736427,27.50723017,27.21703454,26.80799707,26.49227681,26.14454779,26.24968912,26.2232538,24.99598509,24.44443692,24.4233595,24.4398881,24.35298466,24.48119369,24.465392,24.51930321,24.58917598,,,
AFW,Pump price for gasoline (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,0.85,,,0.795,,,0.68,,0.64,,0.685,,0.885,,1.03,,1.085,,1.19,,1.17,,1.245,,0.95,,,,,,
AFW,Pump price for diesel fuel (US$ per liter),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,0.6,,,0.555,,,0.48,,0.43,,0.53,,0.82,,1.01,,1.035,,1.165,,1.22,,1.155,,0.88,,,,,,
AFW,Population in urban agglomerations of more than 1 million (% of total population),4.885584854,5.13364123,5.385290364,5.635548865,5.866315483,6.089267261,6.324007381,6.574388139,6.838960872,7.124996134,7.417479332,7.716227708,8.054453295,8.384877306,8.709724843,9.043977533,9.377488921,9.693210603,9.999597627,10.25760868,10.52712036,10.80670815,11.09447622,11.41748641,11.6831203,11.95780433,12.22718053,12.49801748,12.76896288,13.02351513,13.30839352,13.58698029,13.60836057,13.64652752,13.71564101,13.79085802,14.09371633,14.22646928,14.36440979,14.50803395,14.69057823,14.86551149,15.04387626,15.22710566,15.416649,15.5268374,15.62529054,15.6972582,15.78103086,15.88900442,15.99161932,16.09559185,16.20762828,16.32959736,16.45575722,16.59090381,16.73375894,16.88130002,17.03883468,17.17460318,17.32135843,17.48353424,17.66161106
AFW,Population in urban agglomerations of more than 1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFW,Population in the largest city (% of urban population),20.89388485,21.54192102,22.15910882,22.7261505,23.15833182,23.48226529,23.85810267,24.25301876,24.68116427,25.1715948,25.68517444,26.1197033,26.68823284,27.17397539,27.57934389,27.98053188,28.31154493,28.59840029,28.76863705,28.82649618,28.86927861,28.786075,28.71965797,28.72721807,28.79526207,28.84214747,28.87814642,28.91995919,28.97146318,28.97232793,29.06701625,29.23809799,28.90816764,28.51521423,28.2107626,27.96454855,28.35083987,28.20443305,28.06335052,27.92929948,27.89891853,27.75029948,27.59403592,27.43236582,27.27880105,26.92263068,26.5465601,26.14394325,25.77761732,25.47460622,25.16176559,24.87832784,24.65979625,24.46722745,24.30462599,24.16729202,24.04419679,23.9330832,23.84048816,23.71953719,23.61622742,23.53857921,23.48439375
AFW,Population in largest city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFW,Population living in slums (% of urban population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.29779162,,69.022259,,66.57672763,,64.02742403,,61.50084022,,58.9139334,,56.31535086,,53.71459733,,51.12099652,,48.69823378,,46.25718037,,
AFW,Urban population living in areas where elevation is below 5 meters (% of total population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.145748254,,,,,,,,,,2.290779308,,,,,,,,,,,,,,,2.376909467,,,,,,,
AFW,Population density (people per sq. km of land area),,10.97807437,11.21363344,11.45930473,11.71271121,11.97537666,12.24755499,12.52627512,12.81387254,13.11166662,13.42217689,13.7439827,14.07869537,14.43231663,14.80778539,15.20583222,15.61594467,16.04315504,16.4946155,16.96477971,17.44742952,17.94464524,18.46423249,18.96648382,19.46261074,19.98913438,20.53114756,21.08828117,21.66421492,22.26366328,22.85474818,23.45545525,24.09588792,24.73957647,25.39037817,26.07420079,26.77494478,27.49493079,28.2433265,29.00767319,29.80526809,30.63971233,31.50113335,32.38835667,33.30450741,34.25075881,35.22100736,36.21720161,37.24320457,38.30241516,39.3927071,40.51493669,41.65456146,42.80499338,43.98244342,45.18022492,46.40599086,47.66186045,48.93406926,50.22298387,51.53667929,52.86291254,
AFW,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,100,100,100,100,100,100,100,,,,,
