Country Code,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABW,Mobile cellular subscriptions,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,,1718,3000,3402,5380,12000,15000,53000,61800,69952,98389,103417,109030,113586,120806,128000,131800,,135000,138800,139700,141000,,,,141000,141000,141000,
ABW,Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135000,140000,125000,49558,,,30988,29628,35342,31323,31689,58500,63870,53171,57062,
ABW,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.662451055,7.408367917,5.893666662,6.258441858,8.425737991,7.553097284,7.870759262,8.32963033,7.911040486,7.552258475,7.73867623,8.506627875,8.306680568,8.382031853,9.543717608,6.593088018,
ABW,Rail lines (total route-km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Railways, passengers carried (million passenger-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Railways, goods transported (million ton-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Air transport, passengers carried",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223502,274280,,,,
ABW,"Air transport, freight (million ton-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Air transport, registered carrier departures worldwide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2132,2276,,,,
ABW,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Public private partnerships investment in transport (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Public private partnerships investment in ICT (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Public private partnerships investment in energy (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Investment in transport with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Investment in energy with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Renewable internal freshwater resources per capita (cubic meters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Renewable internal freshwater resources, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electric power consumption (kWh per capita),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electricity production from oil sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electricity production from nuclear sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electricity production from natural gas sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electric power transmission and distribution losses (% of output),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electricity production from hydroelectric sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,Electricity production from coal sources (% of total),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABW,"ICT service exports (% of service exports, BoP)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.363101928,0.558132792,0.664019715,0.569675723,1.302239668,0.692967143,0.327308211,1.079025138,0.66578822,1.076471847,0.801684834,1.126487126,1.048034934,1.062902945,1.013255856,1.425195159,1.472298847,1.261809651,1.487303635,1.225304523,1.188717651,1.072120614,0.604535676,0.474606666,0.274074438,0.532187399,0.489058284,0.517627856
ABW,"ICT service exports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2346368.715,4301675.978,5418994.413,5083798.883,12603351.96,10955307.26,5977653.631,13217877.09,10698324.02,13491620.11,10484445.21,14748398.92,15418994.41,17039106.15,15586592.18,22234636.87,24748603.35,22234636.87,28033847.49,25039765.92,25115176.54,22090328.36,13124840.52,11257480.54,6662704.655,7219782.462,10162497.45,13704228.27
AFE,ICT goods exports (% of total goods exports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153429178,1.190244737,1.226791595,1.062685181,1.041452098,1.161451003,1.338445954,1.141264877,1.10365029,1.079087495,1.001299096,0.840679964,0.95040913,0.930980914,1.320678229,1.142735979,1.022485618,0.674322465,0.724805637,0.549190594,0.522231693,0.409137807,
AFE,ICT goods imports (% total goods imports),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.519129484,8.061412876,7.834827427,7.55782751,8.152315307,8.397127308,7.678920033,6.681121632,6.363032301,6.645460575,6.836927333,5.790894204,5.362487375,5.462299652,5.576660912,6.183073464,5.93732377,5.429176223,5.176822914,5.337450436,5.482889409,5.591792866,
AFE,Individuals using the Internet (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.001732302,0.005040808,0.014629494,0.031709734,0.086496311,0.112752212,0.213192402,0.386772417,0.569512051,0.774217555,0.961552005,1.131629443,1.430398355,1.716046675,1.805523142,2.058101768,2.773273826,2.694149781,3.207416172,5.296973614,6.802750221,8.534750117,10.12694547,12.23771579,14.48584915,15.75332982,17.31098687,20.06302426,22.58959071,24.98840087,27.66065378,
AFE,Secure Internet servers (per 1 million people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.709055351,8.888258722,15.55841275,18.84924868,24.31145688,29.25458927,93.97648378,885.6294551,1152.610637,1308.386927,1295.123618,,
AFE,Secure Internet servers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Fixed broadband subscriptions (per 100 people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062574277,0.114271461,0.135809976,0.147536203,0.179057886,0.196025141,0.292380071,0.351953126,0.452910908,0.535180358,0.51445066,0.507694669,0.539087555,0.691819237,0.620241403,0.688546153,0.79897553,0.850671649
AFE,Fixed broadband subscriptions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195606,417125,530556,609715,700598,1002607,1336066,1694910,2572220,3123787,3086933,3129499,3194931,3308916,4138747,4644558,5616933,6101011
AFE,Fixed telephone subscriptions (per 100 people),0.837004595,0.842367989,0.843302196,0.844147336,0.844889228,0.802419855,0.793235824,0.793285842,0.793241386,0.793198742,0.771958057,0.773276942,0.773499134,0.773571514,0.773216402,0.875758878,0.870190826,0.912702955,0.977188108,0.983141221,1.028055712,1.035800528,1.087787281,1.126244197,1.141956562,1.182689651,1.253770885,1.285367144,1.334849422,1.390548442,1.44710622,1.472040639,1.444568226,1.466698451,1.506186435,1.567046161,1.637149552,1.743998307,1.868326404,1.986175783,1.87304962,1.872920957,1.916293746,1.970605027,1.964532082,1.858767933,1.8401693,1.855509075,1.849399263,1.88896679,1.80633242,1.712507059,1.618772747,1.346621915,1.299733859,1.281515409,1.349759798,1.331260416,1.001833868,0.810358368,0.754008144,0.602762834,0.653270931
AFE,Fixed telephone subscriptions,802701,802701,802701,802701,802701,1000663,1002264,1002264,1002264,1002264,1266528,1268129,1268129,1268129,1268129,1607817,1701797,1800815,1917201,2054374,2208330,2402343,2602325,2775924,2897816,3090838,3376154,3568338,3817011,4092982,4385064,4587953,4651690,4849545,5110633,5456482,5854260,6396951,7025831,7659978,7408176,7597251,7973374,8411427,8604573,8355608,8492607,8795537,9005821,9448941,9456064,9210431,8944861,7647879,7586399,7689663,8320103,8226100,5362000,5322696,5086129,4172738,3967157
AFE,Mobile cellular subscriptions (per 100 people),0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001342576,0.002582143,0.00306013,0.005824164,0.016028157,0.11772061,0.16430073,0.285421859,0.537893874,0.963135058,1.536496774,2.53187462,3.485112665,4.597393408,6.079889015,8.015447555,12.59131987,16.94905252,21.68499198,28.12030445,32.60888896,38.52713198,48.01599351,52.76797656,57.68807683,61.93581606,67.29387318,64.28495463,64.22261915,72.31718158,68.73699877,71.06093381,75.85842118,78.3806072
AFE,Mobile cellular subscriptions,0,,,,,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980,7880,9600,16522,46652,350569,572098,1020636,1972984,3621864,5925725,10013922,14136889,19128976,25951696,35107344,56601005,78221956,102791817,136934427,163115344,201687697,258245940,291580283,327628287,361512328,403793199,396261205,406389425,387054920,458668264,486875309,533297521,562145156
AFE,Container port traffic (TEU: 20 foot equivalent units),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Liner shipping connectivity index (maximum value in 2004 = 100),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Rail lines (total route-km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,"Railways, passengers carried (million passenger-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,"Railways, goods transported (million ton-km)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,"Air transport, passengers carried",,,,,,,,,,,3418300,3775300,4074500,4808000,5126100,5333100,6040400,5798900,6195600,7515200,8614600,9063100,9088900,8973900,9474400,9385300,8825600,9837400,10931600,11110800,11257400,10802900,10302700,11082400,11775500,12153400,13178400,13456500,13234700,14038500,14963609,14546112,14462573,15802323,17562611,20661751,22039609,23295972,23988552,23800085,30374164.94,33507824.27,35838679.01,35112457.82,36350758.95,39154692,41553429,45423814.08,52613964.08,54851421.29,19166036.42,24057585.26,
AFE,"Air transport, freight (million ton-km)",,,,,,,,,,,127.499998,138.8,150.5000026,213.0999978,261.3000076,270.8000022,304.2000042,326.200002,391.1000073,462.2000008,454.3999968,516.0999969,528.3000108,613.5999867,682.6999923,664.4999903,608.1000159,694.2000133,701.5999988,695.3000009,652.4999981,618.8000042,764.6000095,850.6999936,894.1000067,887.299995,968.199994,1093.299987,1150.799971,1392.600019,1442.264,1490.063,1373.718,1534.583,1713.396,1732.591,2118.846,1817.78,1678.541,1713.188,2052.237887,2138.537709,2485.776263,2642.201982,2722.613272,2739.366939,2870.646839,3607.123878,3526.787055,3732.431229,3296.166818,4266.475686,
AFE,"Air transport, registered carrier departures worldwide",,,,,,,,,,,152300,160400,157100,155800,150400,173500,193500,161800,170300,188200,204800,211800,206700,208000,207500,211900,195400,203000,202200,220100,232100,227200,220400,233800,233400,212500,231500,259600,253900,268400,282913,288922,267907,289028,300359,321298,319498,359120,318638,327145,470912.3001,500629.9466,514462.2894,548834.772,534810.3035,556341,562927,630147,705127.4846,717795.3,286064.1974,399895.848,
AFE,"Trademark applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,"Trademark applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,"Industrial design applications, resident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,"Industrial design applications, nonresident, by count",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Public private partnerships investment in water and sanitation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Public private partnerships investment in transport (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Public private partnerships investment in ICT (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Public private partnerships investment in energy (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Investment in water and sanitation with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Investment in transport with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Investment in ICT with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Investment in energy with private participation (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFE,Renewable internal freshwater resources per capita (cubic meters),,18434.00879,17934.99054,17447.19748,16965.52212,16492.78503,16032.0149,15580.26563,15136.38408,14702.41213,14279.3527,13870.00701,13480.63578,13097.42713,12714.36924,12342.90371,11986.4647,11639.64557,11279.50897,10907.98218,10554.4741,10246.26058,9957.63292,9662.604105,9371.760239,9086.117336,8806.584222,8536.076543,8286.850768,8052.18201,7824.363674,7621.578564,7435.308159,6340.797556,6177.995065,6020.101937,5861.059058,5713.451625,5572.17285,5432.631626,5297.447637,5164.895584,5034.284453,4906.168817,4780.146756,4656.992611,4536.061126,4416.684441,4299.555592,4185.676105,4074.302367,3965.823781,3593.716152,3496.50107,3402.086979,3309.337129,3221.444096,3138.099611,3055.936675,2975.84472,2898.217411,,
AFE,"Renewable internal freshwater resources, total (billion cubic meters)",,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1830.521,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1955.321,1985.321,1985.321,1985.321,1985.321,1985.321,1985.321,1985.321,1985.321,1985.321,,
AFE,"Annual freshwater withdrawals, total (% of internal resources)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36802136,2.408346205,2.449429365,2.490512526,2.530811558,2.582592527,2.656997396,2.845942245,2.915764642,2.97622251,3.034524723,3.063176334,3.089646486,3.131098949,3.156359736,3.188769256,3.210998314,4.577921926,4.543117531,4.668194275,4.792427327,4.868128861,4.881812885,4.917537761,4.93752807,4.954675302,,
AFE,"Annual freshwater withdrawals, total (billion cubic meters)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.10642018,37.29008755,39.20855492,39.37335563,41.95388025,43.10539028,43.83918699,44.58678369,45.33438039,46.09807709,47.35863501,48.72267179,55.65864364,57.02385235,58.20599775,59.34599315,59.90622414,60.42380057,61.23432928,61.72825875,62.3619689,62.79661834,90.89773937,90.20676039,92.68993527,95.15636014,96.65927859,96.93095039,97.64020385,98.03707565,98.37750325,,
AFE,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",,,,,,,,,,,8,8.519316106,9.017126789,9.494740796,8.042313378,8.224438331,8.369181206,8.505463459,8.634005844,8.755449511,5.688835376,5.691076351,5.693198198,5.695210171,0.473582032,0.536067451,0.599596384,1.295763204,1.461154774,1.626611522,5.192928607,5.079936195,5.077207894,5.003410835,4.780909626,4.809180347,4.82027703,4.831031816,4.841310569,4.851225964,4.956718755,4.943454227,4.47500108,4.449947584,4.448699561,4.476369236,4.485128973,4.483973791,4.474288793,4.489936335,4.490197218,4.499510851,3.472063781,3.385559752,4.369644914,5.368647156,5.819469534,5.966820466,5.850732245,6.306157943,6.11373031,,
AFE,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",,,,,,,,,,,32,32.74928217,33.46753579,34.15664914,23.22154472,23.54997707,23.69833435,23.83801972,23.96977196,24.09424822,13.06922635,13.13626985,13.1997494,13.25994185,2.023709096,2.100170433,2.177908683,3.501595644,3.71531911,3.969318083,9.797774898,10.50586324,11.41518772,11.93456228,12.96010863,13.91635406,14.29823045,14.67166185,15.03272201,15.39022103,15.73750984,15.69188391,14.68034495,14.81378466,15.0923871,15.38367729,15.63755189,15.70999628,15.89775862,16.02036516,16.15043564,16.11766325,12.46484178,12.29721815,12.00846346,11.67721679,10.81881944,10.8066608,9.976817831,10.33322361,10.2773105,,
AFE,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",,,,,,,,,,,60,58.73140172,57.51533742,56.34861007,68.73614191,68.22558459,67.93248445,67.65651682,67.39622219,67.15030227,81.24193827,81.1726538,81.1070524,81.04484798,97.50270887,97.24387907,97.05478553,95.03158468,94.61883745,94.16763717,84.91390894,84.41453186,83.50807278,83.06264514,82.25970266,81.2753025,80.88136524,80.49730634,80.12596743,79.758553,79.30583887,79.36483754,80.84503351,80.73626775,80.45901254,80.13995347,79.87731914,79.80545795,79.62710595,79.4896985,79.35936714,79.3828259,84.06309444,84.3172221,83.63327026,82.96475049,83.35974535,83.22651874,82.85207669,83.35041822,83.60895919,,
AFE,Electric power consumption (kWh per capita),,,,,,,,,,,,481.8694885,515.1854468,538.7785443,564.5630279,584.0458858,604.2140501,608.4442259,626.043267,659.8514808,693.0283768,715.1593122,722.9586463,725.522129,761.3878038,778.3560691,787.4507941,779.833841,786.878738,785.227875,772.930916,753.9299699,722.7354638,721.2941512,722.7391427,733.3060395,812.7949809,824.3329193,786.0145103,763.7064845,773.9795066,737.4134626,762.543066,768.2350392,771.9625006,775.3353596,783.748463,790.6646844,754.2110339,717.7699654,734.3057708,734.8228075,697.6579894,691.9580898,680.1499426,,,,,,,,
AFE,Electricity production from oil sources (% of total),,,,,,,,,,,,2.492833246,2.305648971,2.171909277,1.81112648,1.587848411,1.53943072,1.364051938,1.246729915,1.336447659,1.236500835,1.124744764,1.025240801,1.041054871,0.907660026,0.848687393,0.889319948,0.956490725,0.874257853,0.704789854,0.858117255,0.863125697,0.866330895,0.894451458,1.135242708,1.349757023,1.190171745,1.487297455,1.284814575,1.76823049,2.016792307,1.780885358,1.600265432,1.68171433,2.028459269,2.082271785,2.24949947,2.560340971,2.71593411,2.812554055,1.94191782,2.256480517,2.80379593,3.122914998,3.193329335,3.330766475,,,,,,,
AFE,Electricity production from nuclear sources (% of total),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222436432,2.862165923,4.583538351,3.130933282,5.090781163,5.211500722,3.866790766,4.140829683,4.250650478,3.201403714,4.149434052,4.679019667,4.60390023,4.768023045,5.108086241,4.816205136,4.681261001,3.780810091,4.02618187,4.069472304,4.092129528,3.396172049,2.903757138,3.153267904,3.672837683,3.665910151,3.306397931,3.608978907,3.212862016,3.732574052,3.58003778,,,,,,,,
AFE,Electricity production from natural gas sources (% of total),,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001615522,0.000520679,0,0,0.000469547,0,0,0.00045765,0.000441269,0.000427909,0.000414036,0.000390989,0.000754016,0.000751134,0.000750363,0.00071964,0.000705441,0.001343068,0.000964101,0.112368989,0.347646762,0.390701015,0.342158963,0.419139582,0.594858761,0.669259322,0.716343021,0.795824362,0.862889833,1.090569723,1.372857743,,,,,,,
AFE,Electric power transmission and distribution losses (% of output),,,,,,,,,,,,7.854248591,7.114661403,7.297536728,7.441388613,7.501636211,7.398256811,7.347928621,8.222566829,8.016470772,8.091670267,7.632633898,7.802150597,8.241301265,6.734153287,6.751626257,5.066041512,5.949911911,5.624047652,5.992729523,6.801493685,7.38606057,8.261470246,7.723381745,8.238042829,6.850106264,8.029657406,8.303373695,8.843838128,8.834761702,8.88752946,8.906289642,7.82246585,9.069003439,10.81346227,9.630202581,9.772202881,9.737485386,10.29411312,11.25656329,10.96064212,10.5280814,10.27660808,10.39318238,10.59476561,,,,,,,,
